provider,title,description,url,thumbnail,author,price,level,category,score,durationInMinutes,skills,lastUpdated
udemy,따라하며 배우는 리액트 네이티브 기초,이 강의를 통해서 리액트 네이티브를 이용해서 애플리케이션 개발을 할 수 있습니다.,https://www.inflearn.com/course/따라하며-배우는-리액트-네이티브,https://cdn.inflearn.com/public/courses/330039/cover/a8cf3737-9ac0-437f-989a-8f6931dbcffe/330039-eng.png,John Ahn,"₩30,800₩24,640",초급,모바일 앱 개발,5.0,11:20,"React Native,React,expo",2023/01
inflearn,Flutter 응용 - 공공 API를 활용한 앱 만들기 (MVVM 패턴),공적 마스크 재고 앱을 만들고 스마트폰에서 가장 많이 사용되는 패턴 중 하나인 MVVM 패턴을 적용하고 기능을 추가해 보며 플러터 앱 개발을 익힙니다.,https://www.inflearn.com/course/flutter-공공-api-앱-응용,https://cdn.inflearn.com/public/courses/325125/course_cover/1e63d453-b09a-474d-85f7-e8e4db0aae8c/ojs-mvvm-flutter-eng.png,오준석,"₩66,000",중급이상,모바일 앱 개발,4.9,3:22,Flutter,2021/09
udemy,실전! FastAPI 입문,"실무에 바로 적용 가능한 FastAPI 사용법을 익힙니다. (프로젝트 구성, 테스트 코드, 리팩터링, 디버깅 등)",https://www.inflearn.com/course/실전-fastapi-입문,https://cdn.inflearn.com/public/courses/331295/cover/8061128e-d294-43c4-8fc9-5f0a4b07a6f2/huge.png,신동현,"₩80,300",초급,"백엔드, 웹 개발",4.8,5:6,"FastAPI,Python,pytest,ORM,리팩토링",2023/07
inflearn,비전공 기획자 및 관리자를 위한 IT 필수 지식,"본 강의는 비전공자 분들이 알아야 할 IT 필수 지식을 실무에 꼭 필요한 수준으로 쉽게 설명하여, IT 실무의 기초를 잡고 개발자들과 쉽게 소통할 수 있도록 강의를 구성하였으며, IT 실무 중심의 용어 설명을 부록으로 추가하여 비전공 IT 입문자 분들의 바이블이 될 수 있는 강의로 준비하였습니다.",https://www.inflearn.com/course/비전공-기획자-필수-지식,https://cdn.inflearn.com/public/courses/328498/cover/f74dc775-b875-473c-81b3-47098bf40f2c/328498-eng.png,불꽃남자25,"₩93,500",입문,"기획 · 전략 · PM, 기타, 교양 · 기타",4.9,7:54,커뮤니케이션,2022/10
udemy,대세는 쿠버네티스 [Helm편],쿠버네티스를 더 잘하고 싶다면 고민할 필요없이 배워야되는 필수 배포 기술입니다.,https://www.inflearn.com/course/대세-쿠버네티스-헬름,https://cdn.inflearn.com/public/courses/326311/cover/7e5ce977-edea-4e65-a356-299c0a836cd7/대세는 쿠버네티스 (Helm편) 2.jpg,일프로,"₩38,500",초급,"데브옵스 · 인프라, 백엔드",4.9,5:1,Kubernetes,2022/03
inflearn,게임 엔진을 지탱하는 게임 수학,"게임을 구성하는 가상 세계가 수학으로 어떻게 만들어지는지 기반에서부터 하나씩 다루는 강의입니다. 
udemy, 3차원 공간을 구성하는 실질적인 게임 수학을 학습합니다.",https://www.inflearn.com/course/게임-수학-게임엔진,https://cdn.inflearn.com/public/courses/327690/cover/394eb9c5-fb09-4c9a-b7f0-c8732970706d/327690-eng.png,이득우,"₩66,000",초급,"게임 프로그래밍, 수학, 게임 개발",4.8,7:43,게임수학,2021/11
inflearn,"더 자바, Java 8",자바 8에 추가된 기능들은 자바가 제공하는 API는 물론이고 스프링 같은 제 3의 라이브러리 및 프레임워크에서도 널리 사용되고 있습니다. 이 시대의 자바 개발자라면 반드시 알아야 합니다. 이 강의를 통해 쉽고 빠르게 자신의 기술로 만드세요.,https://www.inflearn.com/course/the-java-java8,https://cdn.inflearn.com/public/course-325598-cover/493b8680-7652-4ea8-8e57-a53e58b1622f,백기선,"₩55,000",초급,"프로그래밍 언어, 백엔드",4.8,4:56,Java,2020/06
udemy,Oracle PL/SQL 딱 이만큼..,오라클을 사용하는 개발자/운영자가 현장에서 즉시 사용 가능한 정도의 PL/SQL 개념/실전을 강의합니다.,https://www.inflearn.com/course/오라클-pl-sql-이만큼,https://cdn.inflearn.com/public/courses/331731/cover/be361762-0351-44d0-afdb-5230f5a83052/331731-eng.png,IT늦공 김부장,"₩88,000",초급,데이터베이스,,9:48,"PL/SQL,SQL,Oracle",2023/10
inflearn,프론트엔드 개발자를 위한 웹팩,1000명이 선택한 웹팩 강의! 새롭게 나온 웹팩 버전에 맞춰 리뉴얼된 강좌입니다. 실습 중심으로 더 쉽게 웹팩을 배워보세요 :),https://www.inflearn.com/course/프런트엔드-웹팩,https://cdn.inflearn.com/public/courses/324959/course_cover/10b37838-44cc-4833-ac1c-18c22bad5a25/1.png,장기효(캡틴판교),"₩33,000₩24,750",초급,"프론트엔드, 웹 개발",4.8,3:27,Webpack,2020/03
udemy,코딩테스트 실전 모의고사(with C++) : 대기업 대비,"코딩테스트 준비를 실전 모의고사 형태로 실전처럼 풀어보고 싶으신 분들을 위한 강좌입니다. 매회 모의고사는 5문제로 구성되어 있습니다. 제 강좌 ""it취업을 위한 알고리즘 문제풀이"" 강좌를 듣고 오시면 좋습니다.",https://www.inflearn.com/course/코딩테스트-실전모의고사-파트1,https://cdn.inflearn.com/public/courses/324884/cover/8cc04943-1000-4366-9c67-c413290a86cd,김태원,"₩77,000",중급이상,"알고리즘 · 자료구조, 프로그래밍 언어",4.8,12:14,"코딩 테스트,C++",2023/11
inflearn,게임 프로그래머 취업 전략 가이드,"게임 프로그래머 초봉 6000만원 시대!
udemy,
게임 업계 및 채용 절차에 대한 생생한 이야기를 준비했습니다.",https://www.inflearn.com/course/게임-프로그래머-취업,https://cdn.inflearn.com/public/courses/327418/cover/339f7806-b3f4-4f99-977f-cde60b7f265b/327418-eng.png,Rookiss,"₩33,000",입문,"취업 · 이직, 게임 프로그래밍, 게임 개발",5.0,5:24,"기술면접,포트폴리오",2021/08
udemy,고수가 되는 파이썬 : 동시성과 병렬성 문법 배우기 Feat. 멀티스레딩 vs 멀티프로세싱 (Inflearn Original),"기술면접 대비를 위해 OS 지식을 기반으로 멀티 스레딩 및 멀티프로세싱, 병렬성, 병행성 등의 문법을 다루기 위한 과정입니다. 다수의 자원으로 실행 효율을 높이는 방법에 대한 기반 지식을 학습합니다.",https://www.inflearn.com/course/프로그래밍-파이썬-완성-인프런-오리지널,https://cdn.inflearn.com/public/courses/326329/cover/5b3f2fcc-70a6-48cf-b5d8-4efe68c4c455,인프런,"₩60,500",중급이상,프로그래밍 언어,4.7,7:50,"Python,동시성",2021/02
inflearn,[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part3: 자료구조와 알고리즘,"RPG 게임에 필수적인 [길찾기]를 연구하면서 
udemy
기술 면접에서 흔히 출제되는 내용들만 추려서 쭉 훑어보기 때문에
udemy,https://www.inflearn.com/course/언리얼-3d-mmorpg-3,https://cdn.inflearn.com/public/courses/327229/cover/1d63c1a1-99cd-492b-8bbf-2564843ba805/327229-eng.png,Rookiss,"₩77,000",초급,"게임 프로그래밍, 알고리즘 · 자료구조, 게임 개발",4.9,15:38,기술면접,2021/07
inflearn,[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part1: C++ 프로그래밍 입문,"시리즈를 원활하게 학습하기 위한 기초적인 C++ 문법들에 대해 학습합니다.
udemy, STL, C++11까지 핵심적인 내용을 압축해서 다루게 됩니다.",https://www.inflearn.com/course/언리얼-3d-mmorpg-1,https://cdn.inflearn.com/public/courses/326162/cover/fe5368b1-e25b-4f7c-a670-b775f9e429c6,Rookiss,"₩110,000",입문,"게임 프로그래밍, 게임 개발, 프로그래밍 언어",5.0,43:25,C++,2021/01
inflearn,스타트업 성장과 함께하는 AWS 클라우드 아키텍쳐 올인원,3시간이 약간 넘는 짧은 시간 AWS에 대해 큰 흐름을 잡는 핵심만 녹였습니다. 우리가 스타트업을 창업하거나 AWS로 인프라를 관리하다 생기는 문제들을 실무 중심으로 해결해 나가는 과정을 통해 AWS의 다양한 기능들을 배우게 됩니다.,https://www.inflearn.com/course/스타트업-with-aws-1,https://cdn.inflearn.com/public/courses/331014/cover/99f33197-adc7-4629-8c5b-31f00602ae50/331014-eng.png,luckyvanilla3,"₩99,000",입문,"데브옵스 · 인프라, 클라우드",5.0,8:43,AWS,2023/10
udemy,[입문자를 위한 UE5] Part1. 언리얼 엔진 블루프린트,아무것도 모르는 입문자를 위한 강의 입니다. 언리얼 엔진의 비주얼 스크립팅 시스템인 블루프린트를 프로그래머 관점에서 공부하며 익숙해지는 강의입니다.,https://www.inflearn.com/course/언리얼5-개발의정석-1,https://cdn.inflearn.com/public/courses/329214/cover/0d3f339b-06de-40c3-a41a-8633df325ade/329214-eng.jpg,Rookiss,"₩55,000",입문,"게임 프로그래밍, 게임 개발",4.9,10:27,"UE Blueprint,Unreal Engine",2022/08
inflearn,인터랙티브 웹 개발 제대로 시작하기,크리에이티브 넘치는 인터랙티브 웹페이지를 개발할 수 있는 기본기를 다질 수 있는 수업입니다.,https://www.inflearn.com/course/interactive_web,https://cdn.inflearn.com/public/courses/324033/course_cover/231c55c4-5e77-427d-8344-25e2222cd96f/yjm_web.png,1분코딩,"₩55,000",초급,"웹 개발, 프론트엔드, 웹 퍼블리싱",4.9,11:14,"HTML/CSS,JavaScript,인터랙티브 웹",2023/06
udemy,Java/Spring 주니어 개발자를 위한 오답노트,"스프링이랑 JPA를 조금 다룰 줄 알게 된 당신, 앞으로 성장하기 위해 무엇을 어떻게 공부해야 할까요? 
혹시 설계 공부를 해보겠다고 디자인 패턴을 공부하면서 패턴들을 무작정 암기하고 계시진 않으신가요? 제가 도와드릴게요!",https://www.inflearn.com/course/자바-스프링-주니어-개발자-오답노트,https://cdn.inflearn.com/public/courses/329905/cover/124598fe-be39-4faa-9345-fbae4277d879/329905-eng.png,김우근,"₩59,400",초급,"백엔드, 교양 · 기타",4.9,4:8,"Java,Spring,객체지향,소프트웨어 테스트",2023/08
udemy,자바 기초부터 마스터하기 with 은종쌤 (Do it 자바 프로그래밍 입문) - Part 1(기초편),자바를 공부하고 싶으신가요? 그럼 인프런 2만 수강생의 은종쌤과 함께하시죠. Do it 자바 프로그래밍 입문 저자 은종쌤이 여러분 자바 학습의 시작과 끝까지 함께합니다.,https://www.inflearn.com/course/자바-기초-마스터-1,https://cdn.inflearn.com/public/courses/330356/cover/ed64b5fe-e33a-4f90-a488-2000dc13f1a1/330356-eng.jpg,박은종,"₩33,000₩27,500",입문,프로그래밍 언어,4.7,9:51,"Java,객체지향",2023/06
inflearn,코딩으로 학습하는 GoF의 디자인 패턴,"디자인 패턴을 알고 있다면 스프링 뿐 아니라 여러 다양한 기술 및 프로그래밍 언어도 보다 쉽게 학습할 수 있습니다. 또한, 보다 유연하고 재사용성이 뛰어난 객체 지향 소프트웨어를 개발할 수 있습니다.",https://www.inflearn.com/course/디자인-패턴,https://cdn.inflearn.com/public/courses/327819/cover/24e9812b-a7ad-4f36-8065-f3d24aa765b9/327819-eng.png,백기선,"₩88,000",초급,"교양 · 기타, 프로그래밍 언어, 개발 도구",4.8,11:37,"디자인 패턴,Java",2021/10
udemy,장애 없는 서비스를 만들기 위한 Resilience4j - CircuitBreaker,장애 없는 서비스를 만들기 위한 CircuitBreaker를 도입하기 위한 방법에 대해 쉽고 빠르게 알려드립니다.,https://www.inflearn.com/course/장애없는-서비스-resilience4j-circuitbreaker,https://cdn.inflearn.com/public/courses/331673/cover/ca8f9190-62db-4e7e-80bf-df6ba3c203dc/331673-eng.png,Foo,"₩39,600",중급이상,"백엔드, 데브옵스 · 인프라",4.9,2:36,"resilience4j,Spring Boot,circuit-breaker,MSA",2023/08
inflearn,[백문이불여일타] 데이터 분석을 위한 중급 SQL,"인프런 누적 수강생 10,000명 이상, 풍부한 온/오프라인 강의 경험을 가진 데이터리안의 SQL 중급 강의. 
udemy, 실습 문제를 함께 풀어봅니다.",https://www.inflearn.com/course/데이터-분석-중급-sql,https://cdn.inflearn.com/public/courses/324568/cover/9f81ac3f-d663-49e7-9eda-61253189790c/sql_intermediate.png,데이터리안,"₩38,500",초급,"데이터 분석, 데이터베이스, 데이터 사이언스",4.9,4:15,SQL,2022/09
inflearn,[웹 개발 풀스택 코스] Vue.js 프로젝트 투입 일주일 전 - 기초에서 실무까지,본 강의는 풀스택 웹 개발자 양성을 위한 [웹 개발 풀스택 코스] 강의 시리즈의 프론트엔드 부분에 대한 강의입니다. 이 강의는 강사의 저서 <Vue.js 프로젝트 투입 일주일 전>의 내용을 바탕으로 만들어진 강의입니다.,https://www.inflearn.com/course/웹개발-풀스택-뷰-실무,https://cdn.inflearn.com/public/courses/330078/cover/d413a6e5-4692-4d3f-ae26-64c5e8d592e5/vuejs-1 (1).jpg,개발자의 품격,"₩242,000",초급,"프론트엔드, 웹 개발",,23:34,Vue.js,2023/04
udemy,웹 게임을 만들며 배우는 React에 TypeScript 적용하기,"리액트로 만든 웹 게임과 React Router, Redux, MobX에 타입스크립트를 붙여보면서 리액트와 타입스크립트를 같이 사용해봅시다.",https://www.inflearn.com/course/react-typescript-webgame,https://cdn.inflearn.com/public/course-324834-cover/e95bdef8-7fef-4e72-9f6c-b6d44698140d,조현영,"₩38,500₩30,800",중급이상,"프론트엔드, 웹 개발",4.8,7:38,"React,TypeScript",2020/02
inflearn,코틀린 고급편,"코틀린의 모든 언어적 특성을 이해할 수 있습니다. 강의를 들으신 후 제네릭, 위임과 지연, DSL과 리플렉션 등 코틀린 고급 기술을 활용해 마음껏 프로그래밍하실 수 있습니다.",https://www.inflearn.com/course/코틀린-고급편,https://cdn.inflearn.com/public/courses/331196/cover/5fd7537b-9ee5-4b5d-83c0-ad722214f3e9/331196-eng.png,최태현,"₩55,000",중급이상,프로그래밍 언어,5.0,6:15,"Kotlin,객체지향,함수형 프로그래밍",2023/08
udemy,비전공자를 위한 넓고 얇은 IT 지식 & 나의 개발 유형 알아보기! <M.B.I.T>,나의 개발 유형을 테스트해보자! MBTI아닌 MBIT! My Best IT personalities! 개발에 대한 전반적인 내용을 살펴보고 나에게 가장 잘 맞는 개발 적성을 알아볼 수 있습니다.,https://www.inflearn.com/course/개발-유형-테스트,https://cdn.inflearn.com/public/courses/326514/cover/22caf762-a466-47fd-8d21-1f70ee2d91aa,제주코딩베이스캠프,"₩19,800",입문,"교양 · 기타, 취업 · 이직",4.9,10:18,직무분석,2021/10
inflearn,자바스크립트 알고리즘 문제풀이 입문(코딩테스트 대비),자바스크립트(JavaScript)로 코딩테스트를 준비하시는 분을 위한 강좌입니다. 재미있게 풀 수 있는 기초 단계 문제부터 고급 알고리즘까지 단계별로 차근차근 배우도록 설계된 강좌입니다.,https://www.inflearn.com/course/자바스크립트-알고리즘-문제풀이,https://cdn.inflearn.com/public/courses/326377/cover/f0f0b7b0-a4f1-4ca4-b609-c026c7d5bd20/js_algorithm_best.png,김태원,"₩77,000",입문,"알고리즘 · 자료구조, 프로그래밍 언어",4.8,18:21,"JavaScript,코딩 테스트",2023/09
udemy,ElasticSearch Essential,"ElasticSearch 클러스터를 운영하기 위해 꼭 알아야 할 내부 동작에 대한 이해, 모니터링하는 방법, 사례를 기반으로 한 트러블 슈팅 방법을 알려주는 강의입니다. 이 강의를 통해 ElasticSearch 클러스터를 더 안정적으로 운영할 수 있습니다.",https://www.inflearn.com/course/elasticsearch-essential,https://cdn.inflearn.com/public/courses/327136/cover/c951bb2b-1692-45e1-970c-01cd7843fb9c/327136-eng-resize.png,강진우,"₩33,000",초급,"데브옵스 · 인프라, 데이터 수집 · 처리",4.9,3:00,Elasticsearch,2023/02
inflearn,C# 프로그래밍 기초,"본 강좌는 C# 문법 위주로 구성되어있지 않습니다. 클래스를 이해하고 만드는 요령 위주로 구성되어 있습니다.
udemy,https://www.inflearn.com/course/c-sharp-씨샵-기초,https://cdn.inflearn.com/public/courses/324413/course_cover/6812112a-96bb-4e54-a1ec-0bb121c01742/lgj_C.png,이교준,"₩16,500",입문,프로그래밍 언어,4.8,22:57,C#,2019/11
inflearn,ChatGPT 고급 활용법 – 남들보다 100배 더 잘 쓰는 ChatGPT 비법 클래스,AI는 사람을 대체하지는 못할 것입니다. 하지만 ‘AI를 활용하는 당신’이 활용하지 못하는 모든 사람을 대체할 것입니다.,https://www.inflearn.com/course/chatgpt-고급-활용법,https://cdn.inflearn.com/public/courses/331254/cover/c408d9fc-6240-423b-92e2-3a161790ea86/331254-eng.jpg,마소캠퍼스,"₩119,900",입문,"인공지능, 데이터 사이언스, 업무 자동화",4.9,12:36,"ChatGPT,인공지능(AI),프롬프트엔지니어링,AIPRM,gpt",2023/06
udemy,[개정판] 딥러닝 컴퓨터 비전 완벽 가이드,본 강의는 Object Detection과 Segmentation에 대한 깊이 있는 이론 설명과 현업에서 바로 사용될 수 있는 수준의 실습 예제를 통해 여러분을 현장에서 필요한 딥러닝 기반의 컴퓨터 비전 전문가로 발돋움시켜 드릴 것입니다.,https://www.inflearn.com/course/딥러닝-컴퓨터비전-완벽가이드,https://cdn.inflearn.com/public/courses/325035/cover/f4bbef4d-d9a9-4def-a3a5-738a9eed8245/325035-eng.jpg,권 철민,"₩121,000",중급이상,"인공지능, 데이터 사이언스",4.9,38:5,"머신러닝,Tensorflow,Python,딥러닝,Keras",2023/04
inflearn,면접을 부르는 [개발자 이력서] 쓰기,"개발자 서류 전형에서 내 ""스펙""이 아니라 ""개발 역량""을 어필하고 싶다면 어떻게 해야 할까요? 이 강의는 ""개발 역량""이 훌륭한데, 면접 기회를 쉽게 얻지 못하는 개발자 분들의 '서류 전형' 합격률을 높여줄 수 있는 이력서 쓰는 방법을 알려드리는데, 초점을 맞췄습니다. SI 업체 이력, 학원 수업, 개인 포트폴리오 등 내 '개발 역량'을 어떻게 이력서에 적어야 하는지 알려 드립니다.",https://www.inflearn.com/course/면접-개발자-이력서,https://cdn.inflearn.com/public/courses/326615/cover/8e5d2a12-23e0-4cd3-a736-8437a81d3625,Dev Secret,"₩55,000",입문,"취업 · 이직, 교양 · 기타",4.2,1:13,"이력서,포트폴리오",2021/03
udemy,Terraform 배포 가이드,현 시점 코드형 인프라스트럭처(IaC) 끝판왕 Terraform! Azure 서버에 Github Action을 사용해 자동 배포를 완성해봅시다,https://www.inflearn.com/course/테라폼-배포-가이드,https://cdn.inflearn.com/public/courses/332298/cover/90858694-4147-4967-88cd-39a0e9b42b46/terraform-cover.png,싸플,"₩52,800₩36,960",초급,"데브옵스 · 인프라, 웹 개발, 클라우드",,2:31,"Terraform,Docker,Kubernetes,github-actions,Azure",2023/11
inflearn,실전 프로젝트로 배우는 타입스크립트,"""타입스크립트 입문 - 기초부터 실전까지""의 실전 활용편입니다. 입문 편을 수강하지 않으신 분들은 입문 편부터 수강해주세요 😄",https://www.inflearn.com/course/타입스크립트-실전,https://cdn.inflearn.com/public/course-326260-cover/3d0feaee-493f-4295-9635-117d24a6f41f,장기효(캡틴판교),"₩55,000₩41,250",중급이상,"프론트엔드, 웹 개발, 프로그래밍 언어",4.8,5:53,"TypeScript,ES6",2020/12
udemy,Windows 시스템 프로그래밍 - 기본,"윈도우 계열 프로그래머가 될 생각이 있는 사람이라면 누구나 들어야 할 필수 강의! C/C+, 자료구조, 운영체제 이론까지 공부했나요? 그렇다면 이제는 시스템 프로그램 공부가 정답입니다. 이제부터는 실전입니다!",https://www.inflearn.com/course/윈도우-시스템-프로그래밍-기본,https://cdn.inflearn.com/public/courses/330440/cover/ff55119f-a52f-464c-acca-0118f7d0db18/330440-eng.jpg,널널한 개발자,"₩110,000",중급이상,"데스크톱 앱 개발, 시스템, 프로그래밍 언어, 게임 프로그래밍",5.0,11:10,"C,vc++,system-programming",2023/06
inflearn,Golang을 통한 백엔드 개발 및 환경 구축하기,"Golang을 통해서 CRUD를 어떻게 구성하는지는 물론, 프론트엔드와 협업할 때 사용 가능한 PostMan 활용법과 Repository 관리 및 환경 구축까지! 실제 실무에서 필요한 지식을 담았습니다.",https://www.inflearn.com/course/golang-백엔드-개발및환경-구축,https://cdn.inflearn.com/public/courses/332178/cover/0d5cf24b-f766-4817-9e0b-18c57898336f/332178-eng.png,Akaps,"₩13,200₩10,560",초급,"백엔드, 데브옵스 · 인프라, 웹 개발",,2:2,"Go,crud,postman-mocks,AWS",2023/10
udemy,나만의 포트폴리오 웹페이지 만들기,"본 강의는 HTML, CSS, JS 만을 이용하여 나만의 포트폴리오 웹페이지를 만들어보는 강좌입니다. 라이브러리에 의존하지 않고 순수 HTML, CSS, JS로 개발하기 때문에 웹페이지 제작에 대한 이해도를 높일 수 있습니다.",https://www.inflearn.com/course/포트폴리오,https://cdn.inflearn.com/wp-content/uploads/lsm_portfolio-1.jpg,시몬,"₩11,000",입문,"웹 개발, 취업 · 이직",4.3,2:47,"HTML/CSS,웹 디자인",2019/03
inflearn,모두를 위한 파이썬 : 필수 문법 배우기 Feat. 오픈소스 패키지 배포 (Inflearn Original),"폭넓은 파이썬 개발 경험, 온오프라인 수업 경험을 바탕으로 파이썬 메타프로그래밍, 깊이있는 문법을 다루기 위한 과정입니다. 더 나아가 파이썬 취준생 면접 및 경력자분들의 기술면접에도 도움이 될 만한 커리큘럼을 준비했습니다.
udemy, 내가 만든 라이브러리를 PyPI(Python Package Index)에 직접 배포하는 과정도 설명합니다.",https://www.inflearn.com/course/프로그래밍-파이썬-중고급,https://cdn.inflearn.com/public/courses/325780/cover/d3228e64-c822-422e-8e6a-d23082b65ae1/325780-eng.png,인프런,"₩55,000",중급이상,프로그래밍 언어,4.8,9:17,Python,2020/12
inflearn,"자바와 스프링 부트로 생애 최초 서버 만들기, 누구나 쉽게 개발부터 배포까지! [서버 개발 올인원 패키지]","Java와 Spring Boot, JPA, MySQL, AWS를 이용해 서버를 개발하고 배포합니다. 웹 애플리케이션을 개발하며 서버 개발에 필요한 배경지식과 이론, 다양한 기술들을 모두 학습할 뿐 아니라, 다양한 옵션들의 의미, Spring Boot의 역사와 가장 최신 버전의 변경점들도 짚어봅니다.",https://www.inflearn.com/course/자바-스프링부트-서버개발-올인원,https://cdn.inflearn.com/public/courses/330186/cover/3bb38317-e5c5-4975-b1df-9baa6f19b73d/330186-eng.png,최태현,"₩132,000",초급,"백엔드, 웹 개발",5.0,12:35,"Java,Spring Boot,Spring,JPA,AWS",2023/06
udemy,"AWS 배포 완벽가이드 (feat. Lightsail, Docker, ECS)",이 강의에서는 Container Orchestration 대표기술중 하나인 AWS ECS를 배우게됩니다! Github Action으로 CICD도 구축합니다. 하지만 처음부터 ECS를 배우지 않아요. ECS는 DevOps 끝판왕이라고 할 수 있어서 너무 어렵게 느껴질 수 있거든요. 그래서 강의 초반에는 전통적인 가상서버 중에서도 비교적 learning curve가 낮은 AWS Lightsail로 기본기를 먼저 다집니다. 기존 방식의 한계점과 불편한점들도 체감할 수 있어요. 이렇게 기본기와 “Why”로 빌드업을 해서 자연스럽게 Docker Container와 ECS를 배우게 됩니다!,https://www.inflearn.com/course/aws-배포-완벽가이드,https://cdn.inflearn.com/public/courses/331548/cover/d8680095-0033-4809-b008-f06640847386/logo.png,김시훈,"₩77,000₩57,750",초급,"데브옵스 · 인프라, 백엔드, 클라우드",,14:29,"Docker,CI/CD,AWS,aws-ecs",2023/10
inflearn,시스템엔지니어가 알려주는 리눅스 실전편 Bash Shell Script,"실전편은 쉘스크립트  뿐 아니라 인프라 전반을 다루고 있습니다.
udemy,https://www.inflearn.com/course/리눅스-bash-실전편,https://cdn.inflearn.com/public/courses/326460/cover/87997944-d08e-42a9-abaf-6e8aa25bf81b,그로스쿨,"₩99,000",중급이상,데브옵스 · 인프라,4.6,6:13,"Linux,Shell Script",2023/03
inflearn,[스프링 배치 입문] 예제로 배우는 핵심 Spring Batch,"핵심 개념을 배우고 바로 사용하는 Spring Batch! 스프링 배치의 진입장벽을 낮추고, 직접 스프링 배치를 활용할 수 있어요.",https://www.inflearn.com/course/예제로-배우는-핵심-스프링-배치,https://cdn.inflearn.com/public/courses/328680/cover/11f45144-5848-4365-8de8-d8054dbebddd/대지 1.png,MJ코딩,"₩13,200",초급,"백엔드, 웹 개발",4.8,2:00,Spring Batch,2022/05
udemy,실전! 코틀린과 스프링 부트로 도서관리 애플리케이션 개발하기 (Java 프로젝트 리팩토링),"Java + Spring Boot로 만들어진 웹 애플리케이션을 Kotlin + Spring Boot로 리팩토링 하고 추가 요구사항을 구현합니다. 이 과정에서 Junit5, SQL, JPA, Querydsl 을 사용할 뿐 아니라, 설계 및 구현 관점에서 다양한 방법의 장단점을 다루게 됩니다.",https://www.inflearn.com/course/java-to-kotlin-2,https://cdn.inflearn.com/public/courses/329248/cover/302bbe7f-5c3d-49f2-b23a-16f4f51e6ede/329248-eng2.png,최태현,"₩77,000",초급,"백엔드, 프로그래밍 언어",4.9,6:22,"Kotlin,Spring Boot,Java,리팩토링,Spring",2023/03
inflearn,함수형 프로그래밍과 JavaScript ES6+,"ES6+와 함수형 프로그래밍을 배울 수 있는 강의입니다. 이 강좌에서는 ES6+의 이터러블/이터레이터/제너레이터 프로토콜을 상세히 다루고 응용합니다.
udemy, map/filter/reduce, 파이프라인, 제너레이터를 통한 지연 평가, Promise 합성, 동시성/병렬성, async/await와 비동기 에러 핸들링 등을 배울 수 있습니다. 이 강좌를 습득하고 연습하여 중급 자바스크립트 개발자로 성장하세요!",https://www.inflearn.com/course/functional-es6,https://cdn.inflearn.com/wp-content/uploads/es6_8.jpg,유인동,"₩55,000",초급,"프로그래밍 언어, 웹 개발, 프론트엔드",4.9,8:7,"JavaScript,함수형 프로그래밍",2023/01
inflearn,[초중급편] 안드로이드 데이팅 앱 만들기(Android Kotlin),"코틀린으로 커플 매칭 로직과, FCM을 이용하여 PUSH 메세지를 보내는 법을 실습해볼 수 있어요.
udemy,https://www.inflearn.com/course/안드로이드-코틀린-데이팅앱,https://cdn.inflearn.com/public/courses/327531/cover/f72dcfea-1e4f-47df-bb98-4139de3f3839/327531-eng.png,개복치개발자,"₩49,500₩37,130",초급,모바일 앱 개발,4.9,5:50,"Android,Kotlin,Firebase",2023/09
inflearn,[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part5: 데이터베이스,야구/회사 데이터베이스를 통해 MS-SQL를 학습하는 강의입니다.,https://www.inflearn.com/course/유니티-mmorpg-개발-part5,https://cdn.inflearn.com/public/courses/325283/course_cover/afb413e6-681e-47cd-808a-099c79fed112/rookiss-rpg-5.jpg,Rookiss,"₩44,000",초급,"게임 프로그래밍, 데이터베이스, 게임 개발",5.0,11:27,"SQL,DBMS/RDBMS",2020/05
udemy,그림으로 쉽게 배우는 운영체제,이 강의를 통해 모든 개발자들이 필수로 알아야하는 운영체제의 원리를 알 수 있습니다.,https://www.inflearn.com/course/비전공자-운영체제,https://cdn.inflearn.com/public/courses/328188/cover/8d712b5e-bec3-4ea6-b9b3-1354be13308d/328188-eng.png,감자,"₩77,000",초급,"시스템, 교양 · 기타",4.9,3:22,운영체제,2023/10
inflearn,[파이썬/Python] 문과생도 이해하는 DFS 알고리즘! - 입문편,"문과 출신의 현업 개발자가 취업하기 위해 공부한 방식 그대로 설명하는 기초 DFS 강의입니다 :) 지루한 이론 강의는 최소한으로 줄이고, 직접 문제를 풀어보며 배우는 강의를 준비했습니다! 이 강의를 들으시면 백준 기준으로 실버 등급의 DFS 문제들을 혼자 풀 수 있게 될 겁니다.",https://www.inflearn.com/course/python-문과생-이해하는-dfs-입문,https://cdn.inflearn.com/public/courses/331842/cover/bc65732d-d4df-4d03-b804-625dbd6b1a83/331842-eng.png,개발자로 취직하기,"₩23,100",초급,"알고리즘 · 자료구조, 프로그래밍 언어",5.0,3:59,"dfs,알고리즘,코딩 테스트,Python,python3",2023/10
